"Src NE Name","Sink NE Name","Link Type","Status","Capacity","Media Type","Protection","Service Class","Utilization","Route WKT"
"CSG-E00142","CSG-E00143","CSG-Ring","Up","10G","Fiber","Ring","Access","25%","LINESTRING(115.911883 40.010269, 115.910458 40.0078245, 115.913281 40.008017)"
"CSG-E00143","CSG-E00144","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","32%","LINESTRING(115.913281 40.008017, 115.915491 40.0057642, 115.912749 40.004202)"
"CSG-E00144","CSG-E00145","CSG-Ring","Up","10G","Fiber","Ring","Access","39%","LINESTRING(115.912749 40.004202, 115.9123132 40.0011576, 115.915336 40.001724)"
"CSG-E00145","CSG-E00146","CSG-Ring","Up","10G","Fiber","Ring","Access","46%","LINESTRING(115.915336 40.001724, 115.917544 40.0042646, 115.919843 40.001806)"
"CSG-E00146","CSG-E00147","CSG-Ring","Up","10G","Fiber","Ring","Access","53%","LINESTRING(115.919843 40.001806, 115.9202179 39.9986946, 115.923109 39.999904)"
"CSG-E00147","CSG-E00148","CSG-Ring","Up","10G","Fiber","Ring","Access","60%","LINESTRING(115.923109 39.999904, 115.9256185 40.0019343, 115.927107 39.99907)"
"CSG-E00148","CSG-E00149","CSG-Ring","Up","10G","Fiber","Ring","Access","67%","LINESTRING(115.927107 39.99907, 115.9305681 39.999323, 115.930184 40.002772)"
"CSG-E00149","CSG-E00150","CSG-Ring","Up","10G","Fiber","Ring","Access","74%","LINESTRING(115.930184 40.002772, 115.9322293 40.005131, 115.933915 40.002503)"
"CSG-E00150","CSG-E00151","CSG-Ring","Down","10G","Fiber","Ring","Access","81%","LINESTRING(115.933915 40.002503, 115.9365691 40.0011275, 115.936772 40.00411)"
"ASG-054","CSG-E00138","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","88%","LINESTRING(115.942978 39.983021, 115.9200161 39.9961149, 115.910669 40.02084)"
"ASG-023","CSG-E00151","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","19%","LINESTRING(115.925705 40.054956, 115.9220862 40.0275409, 115.936772 40.00411)"
"CSG-E00152","CSG-E00153","CSG-Ring","Up","10G","Fiber","Ring","Access","26%","LINESTRING(116.864626 40.253673, 116.8649111 40.2507697, 116.862213 40.251879)"
"CSG-E00153","CSG-E00154","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","33%","LINESTRING(116.862213 40.251879, 116.8616292 40.2545013, 116.86027 40.252184)"
"CSG-E00154","CSG-E00155","CSG-Ring","Up","10G","Fiber","Ring","Access","40%","LINESTRING(116.86027 40.252184, 116.8596961 40.2495593, 116.858327 40.251871)"
"CSG-E00155","CSG-E00156","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.858327 40.251871, 116.8568521 40.254152, 116.856234 40.251507)"
"CSG-E00156","CSG-E00157","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.856234 40.251507, 116.8564499 40.2488169, 116.854418 40.250593)"
"CSG-E00157","CSG-E00158","CSG-Ring","Up","10G","Fiber","Ring","Access","61%","LINESTRING(116.854418 40.250593, 116.8518727 40.2513535, 116.853352 40.249147)"
"CSG-E00158","CSG-E00159","CSG-Ring","Up","10G","Fiber","Ring","Access","68%","LINESTRING(116.853352 40.249147, 116.8559642 40.2486569, 116.853641 40.247366)"
"CSG-E00159","CSG-E00160","CSG-Ring","Up","10G","Fiber","Ring","Access","75%","LINESTRING(116.853641 40.247366, 116.851114 40.2480852, 116.852742 40.246023)"
"CSG-E00160","CSG-E00161","CSG-Ring","Up","10G","Fiber","Ring","Access","82%","LINESTRING(116.852742 40.246023, 116.8534608 40.2433296, 116.850886 40.244398)"
"CSG-E00161","CSG-E00162","CSG-Ring","Up","10G","Fiber","Ring","Access","89%","LINESTRING(116.850886 40.244398, 116.8493193 40.2422235, 116.851941 40.24278)"
"CSG-E00162","CSG-E00163","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(116.851941 40.24278, 116.8545652 40.2431755, 116.852782 40.24121)"
"CSG-E00163","CSG-E00164","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(116.852782 40.24121, 116.8515085 40.238862, 116.854014 40.239788)"
"CSG-E00164","CSG-E00165","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","34%","LINESTRING(116.854014 40.239788, 116.8564296 40.2409718, 116.855485 40.238453)"
"ASG-101","CSG-E00152","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","41%","LINESTRING(116.893049 40.234718, 116.8822494 40.2493116, 116.864626 40.253673)"
"ASG-113","CSG-E00165","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","48%","LINESTRING(116.869379 40.188766, 116.8534883 40.2111086, 116.855485 40.238453)"
"CSG-E00166","CSG-E00167","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(116.730282 39.620054, 116.7286018 39.6170803, 116.731688 39.615617)"
"CSG-E00167","CSG-E00168","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(116.731688 39.615617, 116.7353468 39.6164145, 116.736537 39.612864)"
"CSG-E00168","CSG-E00169","CSG-Ring","Up","10G","Fiber","Ring","Access","69%","LINESTRING(116.736537 39.612864, 116.7360307 39.6093158, 116.739564 39.608714)"
"CSG-E00169","CSG-E00170","CSG-Ring","Up","10G","Fiber","Ring","Access","76%","LINESTRING(116.739564 39.608714, 116.7427719 39.6109927, 116.745626 39.608284)"
"CSG-E00170","CSG-E00171","CSG-Ring","Up","10G","Fiber","Ring","Access","83%","LINESTRING(116.745626 39.608284, 116.7477093 39.6050733, 116.751191 39.606663)"
"CSG-E00171","CSG-E00172","CSG-Ring","Down","10G","Fiber","Ring","Access","90%","LINESTRING(116.751191 39.606663, 116.7524081 39.6102823, 116.756164 39.609594)"
"CSG-E00172","CSG-E00173","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(116.756164 39.609594, 116.759293 39.6077569, 116.761286 39.610789)"
"CSG-E00173","CSG-E00174","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(116.761286 39.610789, 116.7619539 39.6142387, 116.765395 39.613528)"
"CSG-E00174","CSG-E00175","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","35%","LINESTRING(116.765395 39.613528, 116.7681514 39.6153769, 116.765948 39.617859)"
"ASG-087","CSG-E00166","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","42%","LINESTRING(116.777103 39.628022, 116.7551267 39.6156102, 116.730282 39.620054)"
"ASG-019","CSG-E00175","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","49%","LINESTRING(116.776339 39.554609, 116.7825285 39.5881044, 116.765948 39.617859)"
"CSG-E00176","CSG-E00177","CSG-Ring","Up","10G","Fiber","Ring","Access","56%","LINESTRING(116.635637 39.43677, 116.6326199 39.4366833, 116.633662 39.439516)"
"CSG-E00177","CSG-E00178","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(116.633662 39.439516, 116.6311174 39.4407985, 116.63141 39.437964)"
"CSG-E00178","CSG-E00179","CSG-Ring","Up","10G","Fiber","Ring","Access","70%","LINESTRING(116.63141 39.437964, 116.6314124 39.4352397, 116.629424 39.437102)"
"CSG-E00179","CSG-E00180","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(116.629424 39.437102, 116.6281297 39.4395832, 116.626909 39.437065)"
"CSG-E00180","CSG-E00181","CSG-Ring","Up","10G","Fiber","Ring","Access","84%","LINESTRING(116.626909 39.437065, 116.6291787 39.435472, 116.626516 39.434698)"
"CSG-E00181","CSG-E00182","CSG-Ring","Up","10G","Fiber","Ring","Access","91%","LINESTRING(116.626516 39.434698, 116.6247186 39.4367615, 116.624388 39.434045)"
"CSG-E00182","CSG-E00183","CSG-Ring","Up","10G","Fiber","Ring","Access","22%","LINESTRING(116.624388 39.434045, 116.6239179 39.4312439, 116.621836 39.433176)"
"CSG-E00183","CSG-E00184","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(116.621836 39.433176, 116.6191595 39.4330848, 116.621209 39.431361)"
"CSG-E00184","CSG-E00185","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","36%","LINESTRING(116.621209 39.431361, 116.6221102 39.4287277, 116.619478 39.429632)"
"CSG-E00185","CSG-E00186","CSG-Ring","Up","10G","Fiber","Ring","Access","43%","LINESTRING(116.619478 39.429632, 116.6181063 39.4272312, 116.620832 39.427696)"
"CSG-E00186","CSG-E00187","CSG-Ring","Up","10G","Fiber","Ring","Access","50%","LINESTRING(116.620832 39.427696, 116.6234877 39.4280776, 116.62179 39.426)"
"CSG-E00187","CSG-E00188","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(116.62179 39.426, 116.6192353 39.4251392, 116.621672 39.423986)"
"CSG-E00188","CSG-E00189","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(116.621672 39.423986, 116.6243757 39.4241186, 116.622561 39.42211)"
"CSG-E00189","CSG-E00190","CSG-Ring","Up","10G","Fiber","Ring","Access","71%","LINESTRING(116.622561 39.42211, 116.6225637 39.4193254, 116.624764 39.421032)"
"CSG-E00190","CSG-E00191","CSG-Ring","Up","10G","Fiber","Ring","Access","78%","LINESTRING(116.624764 39.421032, 116.6274061 39.421791, 116.626252 39.419296)"
"ASG-120","CSG-E00176","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","85%","LINESTRING(116.64724 39.439896, 116.6407882 39.4407469, 116.635637 39.43677)"
"ASG-120","CSG-E00191","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","92%","LINESTRING(116.64724 39.439896, 116.640454 39.4258182, 116.626252 39.419296)"
"CSG-E00192","CSG-E00193","CSG-Ring","Down","10G","Fiber","Ring","Access","23%","LINESTRING(116.873807 39.761451, 116.8717452 39.7595537, 116.874495 39.759016)"
"CSG-E00193","CSG-E00194","CSG-Ring","Up","10G","Fiber","Ring","Access","30%","LINESTRING(116.874495 39.759016, 116.8770985 39.7602004, 116.87673 39.757364)"
"CSG-E00194","CSG-E00195","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","37%","LINESTRING(116.87673 39.757364, 116.8791573 39.7552843, 116.880642 39.758115)"
"CSG-E00195","CSG-E00196","CSG-Ring","Up","10G","Fiber","Ring","Access","44%","LINESTRING(116.880642 39.758115, 116.8834273 39.7587952, 116.882558 39.756063)"
"CSG-E00196","CSG-E00197","CSG-Ring","Up","10G","Fiber","Ring","Access","51%","LINESTRING(116.882558 39.756063, 116.8836427 39.7533867, 116.885421 39.755662)"
"CSG-E00197","CSG-E00198","CSG-Ring","Up","10G","Fiber","Ring","Access","58%","LINESTRING(116.885421 39.755662, 116.8856319 39.7585727, 116.888106 39.757025)"
"CSG-E00198","CSG-E00199","CSG-Ring","Up","10G","Fiber","Ring","Access","65%","LINESTRING(116.888106 39.757025, 116.8903534 39.755368, 116.890319 39.75816)"
"CSG-E00199","CSG-E00200","CSG-Ring","Up","10G","Fiber","Ring","Access","72%","LINESTRING(116.890319 39.75816, 116.8902096 39.7608989, 116.892331 39.759163)"
"CSG-E00200","CSG-E00201","CSG-Ring","Up","10G","Fiber","Ring","Access","79%","LINESTRING(116.892331 39.759163, 116.8938533 39.7563519, 116.896254 39.758463)"
"CSG-E00201","CSG-E00202","CSG-Ring","Up","10G","Fiber","Ring","Access","86%","LINESTRING(116.896254 39.758463, 116.8945143 39.7606352, 116.897297 39.760675)"
"CSG-E00202","CSG-E00203","CSG-Ring","Up","10G","Fiber","Ring","Access","93%","LINESTRING(116.897297 39.760675, 116.8997159 39.7588429, 116.900562 39.761757)"
"CSG-E00203","CSG-E00204","CSG-Ring","Up","10G","Fiber","Ring","Access","24%","LINESTRING(116.900562 39.761757, 116.8977187 39.7621965, 116.899547 39.764418)"
"CSG-E00204","CSG-E00205","CSG-Ring","Up","10G","Fiber","Ring","Access","31%","LINESTRING(116.899547 39.764418, 116.9023357 39.7634004, 116.902093 39.766359)"
"CSG-E00205","CSG-E00206","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","38%","LINESTRING(116.902093 39.766359, 116.8992256 39.7655417, 116.899643 39.768494)"
"ASG-056","CSG-E00192","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","45%","LINESTRING(116.851691 39.743881, 116.8659116 39.7486851, 116.873807 39.761451)"
"ASG-056","CSG-E00206","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","52%","LINESTRING(116.851691 39.743881, 116.8712367 39.7648189, 116.899643 39.768494)"
"CSG-E00207","CSG-E00208","CSG-Ring","Up","10G","Fiber","Ring","Access","59%","LINESTRING(116.02292 39.5429, 116.0272686 39.5435975, 116.028163 39.54791)"
"CSG-E00208","CSG-E00209","CSG-Ring","Up","10G","Fiber","Ring","Access","66%","LINESTRING(116.028163 39.54791, 116.0247996 39.5502939, 116.026209 39.554168)"
"CSG-E00209","CSG-E00210","CSG-Ring","Up","10G","Fiber","Ring","Access","73%","LINESTRING(116.026209 39.554168, 116.0268321 39.5581499, 116.023101 39.559674)"
"CSG-E00210","CSG-E00211","CSG-Ring","Up","10G","Fiber","Ring","Access","80%","LINESTRING(116.023101 39.559674, 116.0187592 39.5612001, 116.018372 39.565786)"
"CSG-E00211","CSG-E00212","CSG-Ring","Up","10G","Fiber","Ring","Access","87%","LINESTRING(116.018372 39.565786, 116.0142603 39.5691084, 116.009219 39.567518)"
"ASG-078","CSG-E00207","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","18%","LINESTRING(116.055463 39.564015, 116.0429922 39.5475998, 116.02292 39.5429)"
"ASG-078","CSG-E00212","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","25%","LINESTRING(116.055463 39.564015, 116.0329715 39.5740904, 116.009219 39.567518)"
"CSG-E00213","CSG-E00214","CSG-Ring","Down","10G","Fiber","Ring","Access","32%","LINESTRING(115.830316 39.608671, 115.8291062 39.6062774, 115.828383 39.60886)"
"CSG-E00214","CSG-E00215","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","39%","LINESTRING(115.828383 39.60886, 115.8256624 39.6086063, 115.827684 39.606768)"
"CSG-E00215","CSG-E00216","CSG-Ring","Up","10G","Fiber","Ring","Access","46%","LINESTRING(115.827684 39.606768, 115.826442 39.604362, 115.825611 39.606939)"
"CSG-E00216","CSG-E00217","CSG-Ring","Up","10G","Fiber","Ring","Access","53%","LINESTRING(115.825611 39.606939, 115.8237663 39.6088328, 115.824056 39.606205)"
"CSG-E00217","CSG-E00218","CSG-Ring","Up","10G","Fiber","Ring","Access","60%","LINESTRING(115.824056 39.606205, 115.8267133 39.6059898, 115.824557 39.604422)"
"CSG-E00218","CSG-E00219","CSG-Ring","Up","10G","Fiber","Ring","Access","67%","LINESTRING(115.824557 39.604422, 115.8225915 39.6061902, 115.823053 39.603587)"
"CSG-E00219","CSG-E00220","CSG-Ring","Up","10G","Fiber","Ring","Access","74%","LINESTRING(115.823053 39.603587, 115.8237023 39.6009745, 115.821432 39.602421)"
"CSG-E00220","CSG-E00221","CSG-Ring","Up","10G","Fiber","Ring","Access","81%","LINESTRING(115.821432 39.602421, 115.8194126 39.6007545, 115.822021 39.600981)"
"CSG-E00221","CSG-E00222","CSG-Ring","Up","10G","Fiber","Ring","Access","88%","LINESTRING(115.822021 39.600981, 115.8242674 39.6024088, 115.823471 39.599869)"
"CSG-E00222","CSG-E00223","CSG-Ring","Up","10G","Fiber","Ring","Access","19%","LINESTRING(115.823471 39.599869, 115.8208043 39.6000849, 115.822651 39.598149)"
"CSG-E00223","CSG-E00224","CSG-Ring","Up","10G","Fiber","Ring","Access","26%","LINESTRING(115.822651 39.598149, 115.8243523 39.6002765, 115.824739 39.59758)"
"CSG-E00224","CSG-E00225","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(115.824739 39.59758, 115.8224419 39.5962715, 115.825058 39.595891)"
"CSG-E00225","CSG-E00226","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","40%","LINESTRING(115.825058 39.595891, 115.8259977 39.5984732, 115.827332 39.596071)"
"CSG-E00226","CSG-E00227","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(115.827332 39.596071, 115.8263853 39.5936151, 115.828606 39.595028)"
"ASG-001","CSG-E00213","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","54%","LINESTRING(115.834471 39.639363, 115.8379181 39.6232691, 115.830316 39.608671)"
"ASG-066","CSG-E00227","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","61%","LINESTRING(115.81497 39.551146, 115.8296868 39.5706325, 115.828606 39.595028)"
"CSG-E00228","CSG-E00229","CSG-Ring","Up","10G","Fiber","Ring","Access","68%","LINESTRING(115.954706 40.251081, 115.955674 40.2484161, 115.95292 40.24909)"
"CSG-E00229","CSG-E00230","CSG-Ring","Up","10G","Fiber","Ring","Access","75%","LINESTRING(115.95292 40.24909, 115.950092 40.2490361, 115.951727 40.246728)"
"CSG-E00230","CSG-E00231","CSG-Ring","Up","10G","Fiber","Ring","Access","82%","LINESTRING(115.951727 40.246728, 115.954583 40.2474552, 115.953982 40.24457)"
"CSG-E00231","CSG-E00232","CSG-Ring","Up","10G","Fiber","Ring","Access","89%","LINESTRING(115.953982 40.24457, 115.9521064 40.2425807, 115.95484 40.242529)"
"CSG-E00232","CSG-E00233","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(115.95484 40.242529, 115.9571239 40.2441982, 115.957221 40.241371)"
"CSG-E00233","CSG-E00234","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(115.957221 40.241371, 115.9563408 40.2386929, 115.95904 40.239506)"
"CSG-E00234","CSG-E00235","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(115.95904 40.239506, 115.9615523 40.2410735, 115.961902 40.238133)"
"CSG-E00235","CSG-E00236","CSG-Ring","Down","10G","Fiber","Ring","Access","41%","LINESTRING(115.961902 40.238133, 115.9641448 40.2361703, 115.965024 40.239018)"
"ASG-014","CSG-E00228","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","48%","LINESTRING(115.946858 40.256595, 115.9522192 40.2558836, 115.954706 40.251081)"
"ASG-086","CSG-E00236","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","55%","LINESTRING(116.043508 40.267513, 115.9991369 40.2673926, 115.965024 40.239018)"
"CSG-E00237","CSG-E00238","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(115.828933 39.699543, 115.8301574 39.6971141, 115.827554 39.697902)"
"CSG-E00238","CSG-E00239","CSG-Ring","Up","10G","Fiber","Ring","Access","69%","LINESTRING(115.827554 39.697902, 115.8251733 39.6966586, 115.827764 39.69595)"
"CSG-E00239","CSG-E00240","CSG-Ring","Up","10G","Fiber","Ring","Access","76%","LINESTRING(115.827764 39.69595, 115.8296441 39.6939424, 115.826896 39.693827)"
"CSG-E00240","CSG-E00241","CSG-Ring","Up","10G","Fiber","Ring","Access","83%","LINESTRING(115.826896 39.693827, 115.8248932 39.6919453, 115.827627 39.691665)"
"CSG-E00241","CSG-E00242","CSG-Ring","Up","10G","Fiber","Ring","Access","90%","LINESTRING(115.827627 39.691665, 115.8299453 39.6933355, 115.83013 39.690484)"
"CSG-E00242","CSG-E00243","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(115.83013 39.690484, 115.8299716 39.6876891, 115.832312 39.689225)"
"CSG-E00243","CSG-E00244","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(115.832312 39.689225, 115.8350125 39.690341, 115.834748 39.687431)"
"CSG-E00244","CSG-E00245","CSG-Ring","Up","10G","Fiber","Ring","Access","35%","LINESTRING(115.834748 39.687431, 115.8366963 39.6852096, 115.837859 39.687926)"
"CSG-E00245","CSG-E00246","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","42%","LINESTRING(115.837859 39.687926, 115.8381968 39.6907859, 115.84049 39.689044)"
"ASG-008","CSG-E00237","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","49%","LINESTRING(115.806166 39.70964, 115.815732 39.7004934, 115.828933 39.699543)"
"ASG-001","CSG-E00246","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","56%","LINESTRING(115.834471 39.639363, 115.8285379 39.6652869, 115.84049 39.689044)"
"CSG-E00247","CSG-E00248","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(115.826411 40.079598, 115.8260731 40.0765189, 115.82911 40.077129)"
"CSG-E00248","CSG-E00249","CSG-Ring","Up","10G","Fiber","Ring","Access","70%","LINESTRING(115.82911 40.077129, 115.8321245 40.0774658, 115.831358 40.074531)"
"CSG-E00249","CSG-E00250","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(115.831358 40.074531, 115.8331397 40.0717237, 115.83569 40.073857)"
"CSG-E00250","CSG-E00251","CSG-Ring","Up","10G","Fiber","Ring","Access","84%","LINESTRING(115.83569 40.073857, 115.8381532 40.0756773, 115.839051 40.072749)"
"CSG-E00251","CSG-E00252","CSG-Ring","Up","10G","Fiber","Ring","Access","91%","LINESTRING(115.839051 40.072749, 115.8398816 40.0697977, 115.842394 40.071555)"
"CSG-E00252","CSG-E00253","CSG-Ring","Up","10G","Fiber","Ring","Access","22%","LINESTRING(115.842394 40.071555, 115.8439335 40.0742646, 115.846087 40.072012)"
"CSG-E00253","CSG-E00254","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(115.846087 40.072012, 115.8467979 40.0684629, 115.850376 40.06901)"
"CSG-E00254","CSG-E00255","CSG-Ring","Up","10G","Fiber","Ring","Access","36%","LINESTRING(115.850376 40.06901, 115.8498817 40.0723291, 115.853235 40.072455)"
"CSG-E00255","CSG-E00256","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","43%","LINESTRING(115.853235 40.072455, 115.8554481 40.0700712, 115.857391 40.07268)"
"CSG-E00256","CSG-E00257","CSG-Ring","Down","10G","Fiber","Ring","Access","50%","LINESTRING(115.857391 40.07268, 115.8587455 40.0756627, 115.861464 40.073835)"
"CSG-E00257","CSG-E00258","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(115.861464 40.073835, 115.864517 40.0732651, 115.864158 40.07635)"
"CSG-E00258","CSG-E00259","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(115.864158 40.07635, 115.8617295 40.0781851, 115.864297 40.07982)"
"CSG-E00259","CSG-E00260","CSG-Ring","Up","10G","Fiber","Ring","Access","71%","LINESTRING(115.864297 40.07982, 115.8672235 40.0800903, 115.865673 40.082587)"
